id,first_name,last_name,gender,Grade,absence_days,tardy_days,math_grade,science_grade,english_grade,it_grade,math_pass,science_pass,english_pass,it_pass,avg_grade,attendance_rate,tardy_rate,total_attendance_issues,attendance_situation,pass_status,attendance_category,grade_level_group,at_risk,needs_intervention,failed_subjects,best_subject,worst_subject,grade_variance,performance_tier,honor_roll
558,Lin,Leupold,Female,6,27,15,80,59,62,54,1,1,1,1,63.75,85.0,8.33,42,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,It,11.32,Needs Improvement,0
559,Maynard,Dougherty,Male,6,29,3,53,50,80,83,1,1,1,1,66.5,83.89,1.67,32,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,It,Science,17.41,Needs Improvement,0
560,Ruben,Baumler,Male,7,14,24,63,66,50,73,1,1,1,1,63.0,92.22,13.33,38,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,It,English,9.63,Needs Improvement,0
561,Hewe,Helbeck,Male,7,13,24,56,90,41,39,1,1,0,0,56.5,92.78,13.33,37,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,2,Science,It,23.59,Passing,0
562,Karissa,Halvosen,Female,4,24,27,50,83,89,97,1,1,1,1,79.75,86.67,15.0,51,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,20.65,Satisfactory,0
563,Horton,Hover,Male,6,25,13,50,86,97,65,1,1,1,1,74.5,86.11,7.22,38,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,English,Math,21.05,Satisfactory,0
564,Auria,Cardenoso,Female,7,16,39,80,57,79,77,1,1,1,1,73.25,91.11,21.67,55,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,Science,10.9,Satisfactory,0
565,Latisha,McCowan,Female,11,30,27,82,68,76,90,1,1,1,1,79.0,83.33,15.0,57,Excessive Absence,Pass,Exessive,High (9-12),0,1,0,It,Science,9.31,Satisfactory,0
566,Fraser,Gavey,Male,12,27,0,62,87,38,54,1,1,0,1,60.25,85.0,0.0,27,Excessive Absence,Pass,Concerning,High (9-12),0,1,1,Science,English,20.43,Needs Improvement,0
567,Willie,Lodevick,Female,9,17,36,2,97,28,72,0,1,0,1,49.75,90.56,20.0,53,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Science,Math,42.74,Failing,0
568,Massimo,Haversham,Male,4,15,6,50,50,52,50,1,1,1,1,50.5,91.67,3.33,21,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,English,Math,1.0,Passing,0
569,Sloan,Caldaro,Male,10,18,40,100,91,9,89,1,1,0,1,72.25,90.0,22.22,58,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,English,42.44,Satisfactory,0
570,Vincenty,Atterley,Male,2,24,20,50,50,93,81,1,1,1,1,68.5,86.67,11.11,44,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,21.92,Needs Improvement,0
571,Marisa,Gronou,Female,10,21,35,33,0,21,60,0,0,0,1,28.5,88.33,19.44,56,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,It,Science,25.04,Failing,0
572,Alexander,Haxley,Male,9,13,5,85,58,65,89,1,1,1,1,74.25,92.78,2.78,18,Excessive Absence,Pass,Moderate,High (9-12),0,1,0,It,Science,15.09,Satisfactory,0
573,Salvidor,Shortall,Male,12,6,11,97,41,64,73,1,0,1,1,68.75,96.67,6.11,17,Acceptable,Pass,Moderate,High (9-12),0,0,1,Math,Science,23.16,Needs Improvement,0
574,Leticia,Rumsby,Female,7,9,1,5,55,7,24,0,1,0,0,22.75,95.0,0.56,10,Acceptable,Fail,Good,Middle (6-8),0,0,3,Science,Math,23.13,Failing,0
575,Dalis,McGlew,Male,8,1,47,78,76,9,18,1,1,0,0,45.25,99.44,26.11,48,Excessive Tardiness,Fail,Exessive,Middle (6-8),0,1,2,Math,English,36.85,Failing,0
576,Giuditta,Bumphries,Female,7,30,21,16,56,55,31,0,1,1,0,39.5,83.33,11.67,51,Excessive Absence,Fail,Exessive,Middle (6-8),1,1,2,Science,Math,19.47,Failing,0
577,Isaac,Treen,Male,8,15,3,25,64,82,56,0,1,1,1,56.75,91.67,1.67,18,Excessive Absence,Pass,Moderate,Middle (6-8),0,1,1,English,Math,23.8,Passing,0
578,Les,Daskiewicz,Male,9,29,29,62,91,45,13,1,1,0,0,52.75,83.89,16.11,58,Excessive Absence,Pass,Exessive,High (9-12),1,1,2,Science,It,32.6,Passing,0
579,Jessi,Clementet,Female,12,2,15,70,21,3,66,1,0,0,1,40.0,98.89,8.33,17,Acceptable,Fail,Moderate,High (9-12),0,0,2,Math,English,33.2,Failing,0
580,Giulietta,Izsak,Female,4,0,48,50,89,50,74,1,1,1,1,65.75,100.0,26.67,48,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,19.19,Needs Improvement,0
581,Thatch,McTerlagh,Male,12,0,45,86,79,78,9,1,1,1,0,63.0,100.0,25.0,45,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,Math,It,36.18,Needs Improvement,0
582,Willyt,Heibel,Female,2,16,28,92,94,90,50,1,1,1,1,81.5,91.11,15.56,44,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,It,21.06,Good,0
583,Mickie,Dilliston,Male,1,7,30,98,50,50,95,1,1,1,1,73.25,96.11,16.67,37,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,26.87,Satisfactory,0
584,Jamie,Hutcheson,Male,11,17,7,39,79,18,55,0,1,0,1,47.75,90.56,3.89,24,Excessive Absence,Fail,Concerning,High (9-12),0,1,2,Science,English,25.76,Failing,0
585,Hayyim,Arkin,Male,1,26,30,93,97,74,58,1,1,1,1,80.5,85.56,16.67,56,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,It,18.05,Good,0
586,Fidela,Teasdale-Markie,Female,9,13,38,57,29,56,58,1,0,1,1,50.0,92.78,21.11,51,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,Science,14.02,Passing,0
587,Ediva,Jerson,Female,8,17,21,29,68,58,46,0,1,1,0,50.25,90.56,11.67,38,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,2,Science,Math,16.78,Passing,0
588,Otis,Bleue,Male,12,9,2,13,5,42,42,0,0,0,0,25.5,95.0,1.11,11,Acceptable,Fail,Moderate,High (9-12),0,0,4,English,Science,19.33,Failing,0
589,Mart,Wolverson,Male,12,3,14,73,0,45,82,1,0,0,1,50.0,98.33,7.78,17,Acceptable,Pass,Moderate,High (9-12),0,0,2,It,Science,36.87,Passing,0
590,Ketty,Hakonsen,Female,8,8,14,25,44,89,30,0,0,1,0,47.0,95.56,7.78,22,Acceptable,Fail,Concerning,Middle (6-8),0,0,3,English,Math,29.13,Failing,0
591,Shelly,Adamkiewicz,Female,9,2,40,85,98,82,29,1,1,1,0,73.5,98.89,22.22,42,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,Science,It,30.47,Satisfactory,0
592,Melli,Caroli,Female,11,14,38,100,1,39,21,1,0,0,0,40.25,92.22,21.11,52,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,Math,Science,42.75,Failing,0
593,Trevor,Werndly,Male,8,14,6,5,79,61,52,0,1,1,1,49.25,92.22,3.33,20,Excessive Absence,Fail,Moderate,Middle (6-8),0,1,1,Science,Math,31.56,Failing,0
594,Zollie,Fonte,Male,10,17,40,92,40,80,87,1,0,1,1,74.75,90.56,22.22,57,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,Science,23.68,Satisfactory,0
595,Steven,Bartoszinski,Male,6,16,15,50,50,68,57,1,1,1,1,56.25,91.11,8.33,31,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,English,Math,8.5,Passing,0
596,Albie,Grzegorzewicz,Male,2,24,48,57,50,58,50,1,1,1,1,53.75,86.67,26.67,72,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,4.35,Passing,0
597,Wilbert,Tombs,Male,10,19,43,46,16,14,40,0,0,0,0,29.0,89.44,23.89,62,Excessive Absence,Fail,Exessive,High (9-12),0,1,4,Math,English,16.37,Failing,0
598,Marrilee,Whewell,Female,4,20,2,50,50,50,50,1,1,1,1,50.0,88.89,1.11,22,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
599,Porter,Chazerand,Male,2,0,10,50,50,50,50,1,1,1,1,50.0,100.0,5.56,10,Acceptable,Pass,Good,Elementary (1-5),0,0,0,Math,Math,0.0,Passing,0
600,Redford,Herreran,Male,5,14,41,98,50,56,50,1,1,1,1,63.5,92.22,22.78,55,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,23.17,Needs Improvement,0
601,Nolie,Aucott,Female,8,21,41,24,79,52,41,0,1,1,0,49.0,88.33,22.78,62,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,2,Science,Math,23.08,Failing,0
602,Dean,Playfoot,Male,10,2,17,65,95,72,86,1,1,1,1,79.5,98.89,9.44,19,Acceptable,Pass,Moderate,High (9-12),0,0,0,Science,Math,13.53,Satisfactory,0
603,Domini,Morphew,Female,7,24,31,74,77,78,82,1,1,1,1,77.75,86.67,17.22,55,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,It,Math,3.3,Satisfactory,0
604,Daryl,Ochterlonie,Male,11,1,40,26,66,56,74,0,1,1,1,55.5,99.44,22.22,41,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,It,Math,21.0,Passing,0
605,Free,Kennifick,Male,5,3,7,50,50,50,81,1,1,1,1,57.75,98.33,3.89,10,Acceptable,Pass,Good,Elementary (1-5),0,0,0,It,Math,15.5,Passing,0
606,Hilario,Steane,Male,6,23,47,57,87,100,84,1,1,1,1,82.0,87.22,26.11,70,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,English,Math,18.06,Good,0
607,Lavinie,Brunone,Female,12,1,44,52,35,40,14,1,0,0,0,35.25,99.44,24.44,45,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,Math,It,15.86,Failing,0
608,Boone,Ginni,Male,10,25,20,96,84,27,59,1,1,0,1,66.5,86.11,11.11,45,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,English,30.51,Needs Improvement,0
609,Reilly,Cuttell,Male,4,22,14,90,50,68,50,1,1,1,1,64.5,87.78,7.78,36,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,19.0,Needs Improvement,0
610,Neill,Folley,Male,7,26,22,28,26,95,19,0,0,1,0,42.0,85.56,12.22,48,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,3,English,It,35.54,Failing,0
611,Westleigh,Gisbourn,Male,5,23,12,56,77,50,50,1,1,1,1,58.25,87.22,6.67,35,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,English,12.82,Passing,0
612,Laurianne,Gypson,Female,9,21,4,48,97,53,78,0,1,1,1,69.0,88.33,2.22,25,Excessive Absence,Pass,Concerning,High (9-12),0,1,1,Science,Math,22.82,Needs Improvement,0
613,Sawyere,McGrane,Male,1,19,49,50,77,50,100,1,1,1,1,69.25,89.44,27.22,68,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,24.13,Needs Improvement,0
614,Neale,Elward,Male,2,11,9,50,80,78,98,1,1,1,1,76.5,93.89,5.0,20,Excessive Absence,Pass,Moderate,Elementary (1-5),0,1,0,It,Math,19.82,Satisfactory,0
615,Freeman,Lapthorn,Male,12,28,20,62,35,9,29,1,0,0,0,33.75,84.44,11.11,48,Excessive Absence,Fail,Exessive,High (9-12),1,1,3,Math,English,21.87,Failing,0
616,Kissee,Dongate,Female,3,3,6,50,68,50,50,1,1,1,1,54.5,98.33,3.33,9,Acceptable,Pass,Good,Elementary (1-5),0,0,0,Science,Math,9.0,Passing,0
617,Glenna,Juara,Female,12,10,10,66,58,69,51,1,1,1,1,61.0,94.44,5.56,20,Acceptable,Pass,Moderate,High (9-12),0,0,0,English,It,8.12,Needs Improvement,0
618,Grata,Uden,Female,6,28,9,80,87,66,50,1,1,1,1,70.75,84.44,5.0,37,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Science,It,16.36,Satisfactory,0
619,Barthel,Durram,Male,10,17,20,20,58,45,18,0,1,0,0,35.25,90.56,11.11,37,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,Science,It,19.52,Failing,0
620,Boycey,Keepe,Male,3,22,6,50,97,50,94,1,1,1,1,72.75,87.78,3.33,28,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Science,Math,26.3,Satisfactory,0
621,Carita,Grisley,Female,7,19,37,93,98,90,100,1,1,1,1,95.25,89.44,20.56,56,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,It,English,4.57,Excellent,1
622,Jobie,Northidge,Female,12,23,41,13,20,61,60,0,0,1,1,38.5,87.22,22.78,64,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,English,Math,25.57,Failing,0
623,Sheilakathryn,Pelosi,Female,5,5,50,61,50,52,57,1,1,1,1,55.0,97.22,27.78,55,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,4.97,Passing,0
624,Larine,Keymer,Female,2,28,44,89,91,53,50,1,1,1,1,70.75,84.44,24.44,72,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,It,22.28,Satisfactory,0
625,Eduino,Ivetts,Male,4,28,8,50,50,92,78,1,1,1,1,67.5,84.44,4.44,36,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,21.0,Needs Improvement,0
626,Kahaleel,Shute,Male,11,29,37,37,63,75,100,0,1,1,1,68.75,83.89,20.56,66,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,Math,26.18,Needs Improvement,0
627,Blane,Veevers,Male,7,15,37,76,81,50,44,1,1,1,0,62.75,91.67,20.56,52,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,1,Science,It,18.46,Needs Improvement,0
628,Crysta,McAlpin,Female,12,1,2,20,73,15,86,0,1,0,1,48.5,99.44,1.11,3,Acceptable,Fail,Good,High (9-12),0,0,2,It,English,36.24,Failing,0
629,Jamesy,Tabard,Male,8,14,40,81,0,58,44,1,0,1,0,45.75,92.22,22.22,54,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,2,Math,Science,34.1,Failing,0
630,Gun,O'Lunny,Male,10,12,9,3,20,25,9,0,0,0,0,14.25,93.33,5.0,21,Excessive Absence,Fail,Concerning,High (9-12),0,1,4,English,Math,10.05,Failing,0
631,Leandra,Goldstein,Female,6,28,39,53,50,65,69,1,1,1,1,59.25,84.44,21.67,67,Excessive Absence,Pass,Exessive,Middle (6-8),1,1,0,It,Science,9.18,Passing,0
632,Tyne,Meenan,Female,3,11,50,50,89,50,50,1,1,1,1,59.75,93.89,27.78,61,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,19.5,Passing,0
633,Rubie,O'Deegan,Female,4,19,3,86,50,76,78,1,1,1,1,72.5,89.44,1.67,22,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,Math,Science,15.61,Satisfactory,0
634,Towny,Nursey,Male,4,4,49,50,61,50,52,1,1,1,1,53.25,97.78,27.22,53,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,5.25,Passing,0
635,Cherlyn,Nuzzi,Female,1,12,40,52,50,86,71,1,1,1,1,64.75,93.33,22.22,52,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Science,17.04,Needs Improvement,0
636,Caron,Gibbieson,Female,10,28,24,77,21,62,85,1,0,1,1,61.25,84.44,13.33,52,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,It,Science,28.48,Needs Improvement,0
637,Gratia,Pixton,Female,1,8,12,50,50,50,50,1,1,1,1,50.0,95.56,6.67,20,Acceptable,Pass,Moderate,Elementary (1-5),0,0,0,Math,Math,0.0,Passing,0
638,Bernie,Filasov,Male,9,20,6,71,89,31,9,1,1,0,0,50.0,88.89,3.33,26,Excessive Absence,Pass,Concerning,High (9-12),0,1,2,Science,It,36.53,Passing,0
639,Isabelle,Minall,Female,10,5,22,62,82,70,88,1,1,1,1,75.5,97.22,12.22,27,Excessive Tardiness,Pass,Concerning,High (9-12),0,1,0,It,Math,11.7,Satisfactory,0
640,Shaylynn,Folini,Female,6,0,29,68,60,95,72,1,1,1,1,73.75,100.0,16.11,29,Excessive Tardiness,Pass,Concerning,Middle (6-8),0,1,0,English,Science,15.02,Satisfactory,0
641,Larine,McCrachen,Female,3,28,50,50,89,50,50,1,1,1,1,59.75,84.44,27.78,78,Excessive Absence,Pass,Exessive,Elementary (1-5),1,1,0,Science,Math,19.5,Passing,0
642,Chloris,Furney,Female,7,16,8,74,87,60,71,1,1,1,1,73.0,91.11,4.44,24,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,0,Science,English,11.11,Satisfactory,0
643,Lindy,Cleveley,Male,3,30,25,56,95,50,50,1,1,1,1,62.75,83.33,13.89,55,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,English,21.69,Needs Improvement,0
644,Brianna,Garfitt,Female,7,28,11,8,69,30,42,0,1,0,0,37.25,84.44,6.11,39,Excessive Absence,Fail,Exessive,Middle (6-8),1,1,3,Science,Math,25.42,Failing,0
645,Caprice,Ellerman,Female,8,17,24,100,8,86,65,1,0,1,1,64.75,90.56,13.33,41,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,1,Math,Science,40.48,Needs Improvement,0
646,Ann-marie,Mabb,Female,8,28,28,82,60,30,36,1,1,0,0,52.0,84.44,15.56,56,Excessive Absence,Pass,Exessive,Middle (6-8),1,1,2,Math,English,23.83,Passing,0
647,Zaccaria,Mabbott,Male,6,14,37,63,67,83,59,1,1,1,1,68.0,92.22,20.56,51,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,English,It,10.52,Needs Improvement,0
648,Erina,Beyn,Female,3,23,32,78,85,93,100,1,1,1,1,89.0,87.22,17.78,55,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,9.56,Good,0
649,Lucinda,Foyster,Female,6,10,21,59,50,50,61,1,1,1,1,55.0,94.44,11.67,31,Excessive Tardiness,Pass,Exessive,Middle (6-8),0,1,0,It,Science,5.83,Passing,0
650,Winn,Carlson,Male,1,3,27,93,50,50,99,1,1,1,1,73.0,98.33,15.0,30,Excessive Tardiness,Pass,Concerning,Elementary (1-5),0,1,0,It,Science,26.67,Satisfactory,0
651,Celestyna,Demelt,Female,5,24,44,66,69,89,72,1,1,1,1,74.0,86.67,24.44,68,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,10.3,Satisfactory,0
652,Christabel,Osboldstone,Female,1,2,42,50,50,50,71,1,1,1,1,55.25,98.89,23.33,44,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,10.5,Passing,0
653,Ginger,Boise,Female,1,19,37,87,50,72,50,1,1,1,1,64.75,89.44,20.56,56,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,18.1,Needs Improvement,0
654,Judas,Ventum,Male,7,15,41,65,5,35,79,1,0,0,1,46.0,91.67,22.78,56,Excessive Absence,Fail,Exessive,Middle (6-8),0,1,2,It,Science,32.92,Failing,0
655,Brand,Gilliver,Male,3,25,41,50,50,50,50,1,1,1,1,50.0,86.11,22.78,66,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
656,Maryellen,Valek,Female,3,8,31,52,55,61,63,1,1,1,1,57.75,95.56,17.22,39,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,5.12,Passing,0
657,Shae,Jordeson,Male,7,19,6,42,37,100,55,0,0,1,1,58.5,89.44,3.33,25,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,2,English,Science,28.69,Passing,0
658,Brynne,Brands,Female,8,27,25,74,67,35,28,1,1,0,0,51.0,85.0,13.89,52,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,2,Math,It,22.88,Passing,0
659,Adams,Stannis,Male,9,28,1,53,69,11,27,1,1,0,0,40.0,84.44,0.56,29,Excessive Absence,Fail,Concerning,High (9-12),1,1,2,Science,English,25.95,Failing,0
660,Abbe,Merali,Female,5,23,31,50,60,50,50,1,1,1,1,52.5,87.22,17.22,54,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,5.0,Passing,0
661,Zsazsa,Gheerhaert,Female,10,18,16,60,31,36,12,1,0,0,0,34.75,90.0,8.89,34,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,Math,It,19.75,Failing,0
662,Daren,Moro,Male,1,15,23,55,61,50,79,1,1,1,1,61.25,91.67,12.78,38,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,English,12.66,Needs Improvement,0
663,Taite,Nafzger,Male,9,29,45,60,71,46,16,1,1,0,0,48.25,83.89,25.0,74,Excessive Absence,Fail,Exessive,High (9-12),1,1,2,Science,It,23.81,Failing,0
664,Tammie,Hovy,Male,12,30,14,5,31,79,100,0,0,1,1,53.75,83.33,7.78,44,Excessive Absence,Pass,Exessive,High (9-12),1,1,2,It,Math,43.48,Passing,0
665,Laurence,Mather,Male,10,27,33,81,69,58,33,1,1,1,0,60.25,85.0,18.33,60,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,It,20.45,Needs Improvement,0
666,Anselm,Charter,Male,4,21,21,67,50,50,72,1,1,1,1,59.75,88.33,11.67,42,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Science,11.44,Passing,0
667,Winston,McCrachen,Male,11,24,26,69,82,14,5,1,1,0,0,42.5,86.67,14.44,50,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Science,It,38.65,Failing,0
668,Ford,Bisgrove,Male,6,10,4,59,50,60,55,1,1,1,1,56.0,94.44,2.22,14,Acceptable,Pass,Moderate,Middle (6-8),0,0,0,English,Science,4.55,Passing,0
669,Tonia,Trodden,Female,3,28,6,50,88,50,50,1,1,1,1,59.5,84.44,3.33,34,Excessive Absence,Pass,Exessive,Elementary (1-5),1,1,0,Science,Math,19.0,Passing,0
670,Sharyl,Talmadge,Female,6,2,48,76,53,90,95,1,1,1,1,78.5,98.89,26.67,50,Excessive Tardiness,Pass,Exessive,Middle (6-8),0,1,0,It,Science,18.81,Satisfactory,0
671,Turner,Peris,Male,10,22,49,68,26,7,20,1,0,0,0,30.25,87.78,27.22,71,Excessive Absence,Fail,Exessive,High (9-12),0,1,3,Math,English,26.39,Failing,0
672,Starlin,Durdan,Female,4,30,2,50,50,50,94,1,1,1,1,61.0,83.33,1.11,32,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,22.0,Needs Improvement,0
673,Kristien,Beazey,Female,10,26,22,51,51,14,27,1,1,0,0,35.75,85.56,12.22,48,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,Math,English,18.39,Failing,0
674,Leigh,Hawkwood,Male,5,0,31,50,84,97,50,1,1,1,1,70.25,100.0,17.22,31,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,English,Math,23.98,Satisfactory,0
675,Ingar,Kettridge,Male,12,2,33,62,49,4,27,1,0,0,0,35.5,98.89,18.33,35,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,Math,English,25.49,Failing,0
676,Malinda,Senn,Female,1,2,21,50,50,50,50,1,1,1,1,50.0,98.89,11.67,23,Excessive Tardiness,Pass,Concerning,Elementary (1-5),0,1,0,Math,Math,0.0,Passing,0
677,Colleen,Anear,Female,11,11,21,34,39,45,31,0,0,0,0,37.25,93.89,11.67,32,Excessive Absence,Fail,Exessive,High (9-12),0,1,4,English,It,6.13,Failing,0
678,Sigfried,Postgate,Male,9,14,49,64,0,15,71,1,0,0,1,37.5,92.22,27.22,63,Excessive Absence,Fail,Exessive,High (9-12),0,1,2,It,Science,35.29,Failing,0
679,Ree,Millican,Female,12,16,30,45,64,70,26,0,1,1,0,51.25,91.11,16.67,46,Excessive Absence,Pass,Exessive,High (9-12),0,1,2,English,It,19.92,Passing,0
680,Glenn,Jeffels,Female,1,27,32,50,51,94,95,1,1,1,1,72.5,85.0,17.78,59,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,It,Math,25.41,Satisfactory,0
681,Philippa,Beceril,Female,8,4,14,35,83,87,35,0,1,1,0,60.0,97.78,7.78,18,Acceptable,Pass,Moderate,Middle (6-8),0,0,2,English,Math,28.91,Needs Improvement,0
682,Yard,Merriday,Male,11,3,29,76,65,64,28,1,1,1,0,58.25,98.33,16.11,32,Excessive Tardiness,Pass,Exessive,High (9-12),0,1,1,Math,It,20.89,Passing,0
683,Corena,Benedikt,Female,6,18,18,79,68,97,100,1,1,1,1,86.0,90.0,10.0,36,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,It,Science,15.17,Good,0
684,Jonie,Addington,Female,9,4,4,84,40,77,79,1,0,1,1,70.0,97.78,2.22,8,Acceptable,Pass,Good,High (9-12),0,0,1,Math,Science,20.22,Satisfactory,0
685,Allen,D'Agostini,Male,11,0,50,14,49,15,60,0,0,0,1,34.5,100.0,27.78,50,Excessive Tardiness,Fail,Exessive,High (9-12),0,1,3,It,Math,23.53,Failing,0
686,Elset,Maulkin,Female,4,27,21,50,90,50,50,1,1,1,1,60.0,85.0,11.67,48,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,20.0,Needs Improvement,0
687,Emilie,Crossingham,Female,4,21,39,50,55,50,50,1,1,1,1,51.25,88.33,21.67,60,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,2.5,Passing,0
688,Gerrard,Drohun,Male,12,28,30,19,36,88,73,0,0,1,1,54.0,84.44,16.67,58,Excessive Absence,Pass,Exessive,High (9-12),1,1,2,English,Math,31.97,Passing,0
689,Tallie,McMurraya,Female,10,3,22,15,67,93,40,0,1,1,0,53.75,98.33,12.22,25,Excessive Tardiness,Pass,Concerning,High (9-12),0,1,2,English,Math,33.7,Passing,0
690,Maurine,Bew,Female,1,4,36,50,85,76,50,1,1,1,1,65.25,97.78,20.0,40,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,17.99,Needs Improvement,0
691,Izak,Alliberton,Male,6,20,4,50,89,54,88,1,1,1,1,70.25,88.89,2.22,24,Excessive Absence,Pass,Concerning,Middle (6-8),0,1,0,Science,Math,21.14,Satisfactory,0
692,Codie,Gidman,Male,1,4,32,84,50,61,50,1,1,1,1,61.25,97.78,17.78,36,Excessive Tardiness,Pass,Exessive,Elementary (1-5),0,1,0,Math,Science,16.03,Needs Improvement,0
693,Micki,Hentzeler,Female,6,25,35,98,71,50,50,1,1,1,1,67.25,86.11,19.44,60,Excessive Absence,Pass,Exessive,Middle (6-8),0,1,0,Math,English,22.77,Needs Improvement,0
694,Jere,Klementz,Male,3,14,41,50,62,55,60,1,1,1,1,56.75,92.22,22.78,55,Excessive Absence,Pass,Exessive,Elementary (1-5),0,1,0,Science,Math,5.38,Passing,0
695,Marshall,Callard,Male,5,25,2,51,50,87,50,1,1,1,1,59.5,86.11,1.11,27,Excessive Absence,Pass,Concerning,Elementary (1-5),0,1,0,English,Science,18.34,Passing,0
696,Theo,Westcar,Male,9,29,23,91,84,77,20,1,1,1,0,68.0,83.89,12.78,52,Excessive Absence,Pass,Exessive,High (9-12),0,1,1,Math,It,32.51,Needs Improvement,0
697,Jewell,O'Teague,Female,11,29,13,46,32,8,40,0,0,0,0,31.5,83.89,7.22,42,Excessive Absence,Fail,Exessive,High (9-12),1,1,4,Math,English,16.68,Failing,0
